2026-05-22 10:57:30 | INFO | test_execution | Inicio test_get_post_existente_devuelve_estructura_valida
2026-05-22 10:58:00 | INFO | LoginPage | Esperando visibilidad del elemento: ('css selector', "h3[data-test='error']")
2026-05-22 10:58:04 | INFO | utils.driver_factory | Navegador Chrome iniciado. Headless=False
2026-05-22 10:58:04 | INFO | test_execution | Inicio test_catalogo_muestra_productos_y_controles
2026-05-22 10:58:04 | INFO | LoginPage | Abriendo URL: https://www.saucedemo.com/
2026-05-22 10:58:05 | INFO | LoginPage | Esperando visibilidad del elemento: ('class name', 'login_logo')
2026-05-22 10:58:05 | INFO | LoginPage | Ejecutando login con usuario: standard_user
2026-05-22 10:58:05 | INFO | LoginPage | Esperando visibilidad del elemento: ('id', 'user-name')
2026-05-22 10:58:05 | INFO | LoginPage | Esperando visibilidad del elemento: ('id', 'password')
2026-05-22 10:58:05 | INFO | LoginPage | Esperando elemento clickeable: ('id', 'login-button')
2026-05-22 10:58:05 | INFO | InventoryPage | Esperando visibilidad del elemento: ('class name', 'app_logo')
2026-05-22 10:58:06 | INFO | InventoryPage | Esperando visibilidad del elemento: ('class name', 'title')
2026-05-22 10:58:06 | INFO | InventoryPage | Esperando listado de elementos visibles: ('class name', 'inventory_item')
2026-05-22 10:58:06 | INFO | InventoryPage | Esperando listado de elementos visibles: ('class name', 'inventory_item_name')
2026-05-22 10:58:06 | INFO | InventoryPage | Esperando listado de elementos visibles: ('class name', 'inventory_item_price')
2026-05-22 10:58:06 | INFO | test_execution | Primer producto listado: Sauce Labs Backpack | $29.99
2026-05-22 10:58:06 | INFO | InventoryPage | Esperando visibilidad del elemento: ('class name', 'title')
2026-05-22 10:58:06 | INFO | InventoryPage | Esperando listado de elementos visibles: ('class name', 'inventory_item')
2026-05-22 10:58:10 | INFO | utils.driver_factory | Navegador Chrome iniciado. Headless=False
2026-05-22 10:58:10 | INFO | test_execution | Inicio test_agregar_primer_producto_al_carrito
2026-05-22 10:58:10 | INFO | LoginPage | Abriendo URL: https://www.saucedemo.com/
2026-05-22 10:58:12 | INFO | LoginPage | Esperando visibilidad del elemento: ('class name', 'login_logo')
2026-05-22 10:58:12 | INFO | LoginPage | Ejecutando login con usuario: standard_user
2026-05-22 10:58:12 | INFO | LoginPage | Esperando visibilidad del elemento: ('id', 'user-name')
2026-05-22 10:58:13 | INFO | LoginPage | Esperando visibilidad del elemento: ('id', 'password')
2026-05-22 10:58:13 | INFO | LoginPage | Esperando elemento clickeable: ('id', 'login-button')
2026-05-22 10:58:13 | INFO | InventoryPage | Esperando visibilidad del elemento: ('class name', 'app_logo')
2026-05-22 10:58:13 | INFO | InventoryPage | Esperando visibilidad del elemento: ('class name', 'title')
2026-05-22 10:58:13 | INFO | InventoryPage | Esperando listado de elementos visibles: ('class name', 'inventory_item')
2026-05-22 10:58:13 | INFO | InventoryPage | Esperando listado de elementos visibles: ('class name', 'inventory_item_name')
2026-05-22 10:58:13 | INFO | InventoryPage | Esperando listado de elementos visibles: ('class name', 'inventory_item_price')
2026-05-22 10:58:14 | INFO | InventoryPage | Agregando primer producto al carrito: Sauce Labs Backpack | $29.99
2026-05-22 10:58:14 | INFO | InventoryPage | Esperando elemento clickeable: ('css selector', '.inventory_item button.btn_inventory')
2026-05-22 10:58:14 | INFO | InventoryPage | Esperando visibilidad del elemento: ('class name', 'shopping_cart_badge')
2026-05-22 10:58:14 | INFO | InventoryPage | Esperando visibilidad del elemento: ('class name', 'shopping_cart_badge')
2026-05-22 10:58:14 | INFO | InventoryPage | Esperando elemento clickeable: ('class name', 'shopping_cart_link')
2026-05-22 10:58:14 | INFO | CartPage | Esperando visibilidad del elemento: ('class name', 'title')
2026-05-22 10:58:14 | INFO | CartPage | Esperando visibilidad del elemento: ('class name', 'title')
2026-05-22 10:58:14 | INFO | CartPage | Esperando listado de elementos visibles: ('class name', 'cart_item')
2026-05-22 10:58:14 | INFO | CartPage | Esperando listado de elementos visibles: ('class name', 'inventory_item_name')
2026-05-22 10:58:18 | INFO | utils.driver_factory | Navegador Chrome iniciado. Headless=False
2026-05-22 10:58:18 | INFO | test_execution | Inicio test_checkout_completo_de_un_producto
2026-05-22 10:58:18 | INFO | LoginPage | Abriendo URL: https://www.saucedemo.com/
2026-05-22 10:58:20 | INFO | LoginPage | Esperando visibilidad del elemento: ('class name', 'login_logo')
2026-05-22 10:58:20 | INFO | LoginPage | Ejecutando login con usuario: standard_user
2026-05-22 10:58:20 | INFO | LoginPage | Esperando visibilidad del elemento: ('id', 'user-name')
2026-05-22 10:58:20 | INFO | LoginPage | Esperando visibilidad del elemento: ('id', 'password')
2026-05-22 10:58:21 | INFO | LoginPage | Esperando elemento clickeable: ('id', 'login-button')
2026-05-22 10:58:21 | INFO | InventoryPage | Esperando visibilidad del elemento: ('class name', 'app_logo')
2026-05-22 10:58:21 | INFO | InventoryPage | Esperando visibilidad del elemento: ('class name', 'title')
2026-05-22 10:58:21 | INFO | InventoryPage | Esperando listado de elementos visibles: ('class name', 'inventory_item')
2026-05-22 10:58:21 | INFO | InventoryPage | Esperando listado de elementos visibles: ('class name', 'inventory_item_name')
2026-05-22 10:58:21 | INFO | InventoryPage | Esperando listado de elementos visibles: ('class name', 'inventory_item_price')
2026-05-22 10:58:21 | INFO | InventoryPage | Agregando primer producto al carrito: Sauce Labs Backpack | $29.99
2026-05-22 10:58:21 | INFO | InventoryPage | Esperando elemento clickeable: ('css selector', '.inventory_item button.btn_inventory')
2026-05-22 10:58:21 | INFO | InventoryPage | Esperando visibilidad del elemento: ('class name', 'shopping_cart_badge')
2026-05-22 10:58:21 | INFO | InventoryPage | Esperando elemento clickeable: ('class name', 'shopping_cart_link')
2026-05-22 10:58:21 | INFO | CartPage | Esperando visibilidad del elemento: ('class name', 'title')
2026-05-22 10:58:21 | INFO | CartPage | Esperando listado de elementos visibles: ('class name', 'inventory_item_name')
2026-05-22 10:58:22 | INFO | CartPage | Esperando elemento clickeable: ('id', 'checkout')
2026-05-22 10:58:22 | INFO | CheckoutPage | Esperando visibilidad del elemento: ('class name', 'title')
2026-05-22 10:58:22 | INFO | CheckoutPage | Esperando visibilidad del elemento: ('id', 'first-name')
2026-05-22 10:58:45 | ERROR | screenshots | Test fallido. Screenshot guardado en: C:\Users\lfede\OneDrive\Desktop\proyecto-final-automation-testing-leandro-federico-sosa\reports\screenshots\20260522_105845_test_checkout_completo_de_un_producto.png
2026-05-22 10:58:49 | INFO | utils.driver_factory | Navegador Chrome iniciado. Headless=False
2026-05-22 10:58:49 | INFO | test_execution | Inicio test_logout_regresa_a_login
2026-05-22 10:58:49 | INFO | LoginPage | Abriendo URL: https://www.saucedemo.com/
2026-05-22 10:58:50 | INFO | LoginPage | Esperando visibilidad del elemento: ('class name', 'login_logo')
2026-05-22 10:58:50 | INFO | LoginPage | Ejecutando login con usuario: standard_user
2026-05-22 10:58:50 | INFO | LoginPage | Esperando visibilidad del elemento: ('id', 'user-name')
2026-05-22 10:58:51 | INFO | LoginPage | Esperando visibilidad del elemento: ('id', 'password')
2026-05-22 10:58:51 | INFO | LoginPage | Esperando elemento clickeable: ('id', 'login-button')
2026-05-22 10:58:51 | INFO | InventoryPage | Esperando visibilidad del elemento: ('class name', 'app_logo')
2026-05-22 10:58:51 | INFO | InventoryPage | Esperando visibilidad del elemento: ('class name', 'title')
2026-05-22 10:58:51 | INFO | InventoryPage | Esperando listado de elementos visibles: ('class name', 'inventory_item')
2026-05-22 10:58:51 | INFO | InventoryPage | Esperando elemento clickeable: ('id', 'react-burger-menu-btn')
2026-05-22 10:58:52 | INFO | InventoryPage | Esperando elemento clickeable: ('id', 'logout_sidebar_link')
2026-05-22 10:58:55 | ERROR | screenshots | Test fallido. Screenshot guardado en: C:\Users\lfede\OneDrive\Desktop\proyecto-final-automation-testing-leandro-federico-sosa\reports\screenshots\20260522_105855_test_logout_regresa_a_login.png
2026-05-22 11:23:42 | INFO | test_execution | Inicio test_get_post_existente_devuelve_estructura_valida
2026-05-22 11:23:43 | INFO | test_execution | Inicio test_get_post_inexistente_devuelve_404
2026-05-22 11:23:43 | INFO | test_execution | Inicio test_post_crea_recurso_con_payload_parametrizado | title=Proyecto final QA Automation
2026-05-22 11:23:44 | INFO | test_execution | Inicio test_post_crea_recurso_con_payload_parametrizado | title=Segundo escenario parametrizado
2026-05-22 11:23:45 | INFO | test_execution | Inicio test_delete_post_devuelve_respuesta_exitosa
2026-05-22 11:23:45 | INFO | test_execution | Inicio test_flujo_api_crear_actualizar_y_eliminar_recurso
2026-05-22 11:29:44 | INFO | utils.driver_factory | Navegador Chrome iniciado. Headless=False
2026-05-22 11:29:44 | INFO | test_execution | Inicio test_login_data_driven | usuario=standard_user | esperado=True
2026-05-22 11:29:44 | INFO | LoginPage | Abriendo URL: https://www.saucedemo.com/
2026-05-22 11:29:45 | INFO | LoginPage | Esperando visibilidad del elemento: ('class name', 'login_logo')
2026-05-22 11:29:45 | INFO | LoginPage | Ejecutando login con usuario: standard_user
2026-05-22 11:29:45 | INFO | LoginPage | Esperando visibilidad del elemento: ('id', 'user-name')
2026-05-22 11:29:45 | INFO | LoginPage | Esperando visibilidad del elemento: ('id', 'password')
2026-05-22 11:29:45 | INFO | LoginPage | Esperando elemento clickeable: ('id', 'login-button')
2026-05-22 11:29:45 | INFO | InventoryPage | Esperando visibilidad del elemento: ('class name', 'app_logo')
2026-05-22 11:29:45 | INFO | InventoryPage | Esperando visibilidad del elemento: ('class name', 'title')
2026-05-22 11:29:45 | INFO | InventoryPage | Esperando listado de elementos visibles: ('class name', 'inventory_item')
2026-05-22 11:29:46 | INFO | InventoryPage | Esperando visibilidad del elemento: ('class name', 'title')
2026-05-22 11:29:50 | INFO | utils.driver_factory | Navegador Chrome iniciado. Headless=False
2026-05-22 11:29:50 | INFO | test_execution | Inicio test_login_data_driven | usuario=locked_out_user | esperado=False
2026-05-22 11:29:50 | INFO | LoginPage | Abriendo URL: https://www.saucedemo.com/
2026-05-22 11:29:51 | INFO | LoginPage | Esperando visibilidad del elemento: ('class name', 'login_logo')
2026-05-22 11:29:51 | INFO | LoginPage | Ejecutando login con usuario: locked_out_user
2026-05-22 11:29:51 | INFO | LoginPage | Esperando visibilidad del elemento: ('id', 'user-name')
2026-05-22 11:29:51 | INFO | LoginPage | Esperando visibilidad del elemento: ('id', 'password')
2026-05-22 11:29:51 | INFO | LoginPage | Esperando elemento clickeable: ('id', 'login-button')
2026-05-22 11:29:51 | INFO | LoginPage | Esperando visibilidad del elemento: ('css selector', "h3[data-test='error']")
2026-05-22 11:29:56 | INFO | utils.driver_factory | Navegador Chrome iniciado. Headless=False
2026-05-22 11:29:56 | INFO | test_execution | Inicio test_login_data_driven | usuario=usuario_invalido | esperado=False
2026-05-22 11:29:56 | INFO | LoginPage | Abriendo URL: https://www.saucedemo.com/
2026-05-22 11:29:56 | INFO | LoginPage | Esperando visibilidad del elemento: ('class name', 'login_logo')
2026-05-22 11:29:56 | INFO | LoginPage | Ejecutando login con usuario: usuario_invalido
2026-05-22 11:29:56 | INFO | LoginPage | Esperando visibilidad del elemento: ('id', 'user-name')
2026-05-22 11:29:57 | INFO | LoginPage | Esperando visibilidad del elemento: ('id', 'password')
2026-05-22 11:29:57 | INFO | LoginPage | Esperando elemento clickeable: ('id', 'login-button')
2026-05-22 11:29:57 | INFO | LoginPage | Esperando visibilidad del elemento: ('css selector', "h3[data-test='error']")
2026-05-22 11:30:01 | INFO | utils.driver_factory | Navegador Chrome iniciado. Headless=False
2026-05-22 11:30:01 | INFO | test_execution | Inicio test_catalogo_muestra_productos_y_controles
2026-05-22 11:30:01 | INFO | LoginPage | Abriendo URL: https://www.saucedemo.com/
2026-05-22 11:30:02 | INFO | LoginPage | Esperando visibilidad del elemento: ('class name', 'login_logo')
2026-05-22 11:30:15 | INFO | LoginPage | Ejecutando login con usuario: standard_user
2026-05-22 11:30:15 | INFO | LoginPage | Esperando visibilidad del elemento: ('id', 'user-name')
2026-05-22 11:30:15 | INFO | LoginPage | Esperando visibilidad del elemento: ('id', 'password')
2026-05-22 11:30:15 | INFO | LoginPage | Esperando elemento clickeable: ('id', 'login-button')
2026-05-22 11:30:15 | INFO | InventoryPage | Esperando visibilidad del elemento: ('class name', 'app_logo')
2026-05-22 11:30:15 | INFO | InventoryPage | Esperando visibilidad del elemento: ('class name', 'title')
2026-05-22 11:30:15 | INFO | InventoryPage | Esperando listado de elementos visibles: ('class name', 'inventory_item')
2026-05-22 11:30:16 | INFO | InventoryPage | Esperando listado de elementos visibles: ('class name', 'inventory_item_name')
2026-05-22 11:30:16 | INFO | InventoryPage | Esperando listado de elementos visibles: ('class name', 'inventory_item_price')
2026-05-22 11:30:16 | INFO | test_execution | Primer producto listado: Sauce Labs Backpack | $29.99
2026-05-22 11:30:16 | INFO | InventoryPage | Esperando visibilidad del elemento: ('class name', 'title')
2026-05-22 11:30:16 | INFO | InventoryPage | Esperando listado de elementos visibles: ('class name', 'inventory_item')
2026-05-22 11:30:22 | INFO | utils.driver_factory | Navegador Chrome iniciado. Headless=False
2026-05-22 11:30:22 | INFO | test_execution | Inicio test_agregar_primer_producto_al_carrito
2026-05-22 11:30:22 | INFO | LoginPage | Abriendo URL: https://www.saucedemo.com/
2026-05-22 11:30:24 | INFO | LoginPage | Esperando visibilidad del elemento: ('class name', 'login_logo')
2026-05-22 11:30:24 | INFO | LoginPage | Ejecutando login con usuario: standard_user
2026-05-22 11:30:24 | INFO | LoginPage | Esperando visibilidad del elemento: ('id', 'user-name')
2026-05-22 11:30:24 | INFO | LoginPage | Esperando visibilidad del elemento: ('id', 'password')
2026-05-22 11:30:24 | INFO | LoginPage | Esperando elemento clickeable: ('id', 'login-button')
2026-05-22 11:30:24 | INFO | InventoryPage | Esperando visibilidad del elemento: ('class name', 'app_logo')
2026-05-22 11:30:24 | INFO | InventoryPage | Esperando visibilidad del elemento: ('class name', 'title')
2026-05-22 11:30:25 | INFO | InventoryPage | Esperando listado de elementos visibles: ('class name', 'inventory_item')
2026-05-22 11:30:25 | INFO | InventoryPage | Esperando listado de elementos visibles: ('class name', 'inventory_item_name')
2026-05-22 11:30:25 | INFO | InventoryPage | Esperando listado de elementos visibles: ('class name', 'inventory_item_price')
2026-05-22 11:30:25 | INFO | InventoryPage | Agregando primer producto al carrito: Sauce Labs Backpack | $29.99
2026-05-22 11:30:25 | INFO | InventoryPage | Esperando elemento clickeable: ('css selector', '.inventory_item button.btn_inventory')
2026-05-22 11:30:25 | INFO | InventoryPage | Esperando visibilidad del elemento: ('class name', 'shopping_cart_badge')
2026-05-22 11:30:25 | INFO | InventoryPage | Esperando visibilidad del elemento: ('class name', 'shopping_cart_badge')
2026-05-22 11:30:25 | INFO | InventoryPage | Esperando elemento clickeable: ('class name', 'shopping_cart_link')
2026-05-22 11:30:25 | INFO | CartPage | Esperando visibilidad del elemento: ('class name', 'title')
2026-05-22 11:30:25 | INFO | CartPage | Esperando visibilidad del elemento: ('class name', 'title')
2026-05-22 11:30:25 | INFO | CartPage | Esperando listado de elementos visibles: ('class name', 'cart_item')
2026-05-22 11:30:25 | INFO | CartPage | Esperando listado de elementos visibles: ('class name', 'inventory_item_name')
2026-05-22 11:30:30 | INFO | utils.driver_factory | Navegador Chrome iniciado. Headless=False
2026-05-22 11:30:30 | INFO | test_execution | Inicio test_checkout_completo_de_un_producto
2026-05-22 11:30:30 | INFO | LoginPage | Abriendo URL: https://www.saucedemo.com/
2026-05-22 11:30:30 | INFO | LoginPage | Esperando visibilidad del elemento: ('class name', 'login_logo')
2026-05-22 11:30:30 | INFO | LoginPage | Ejecutando login con usuario: standard_user
2026-05-22 11:30:30 | INFO | LoginPage | Esperando visibilidad del elemento: ('id', 'user-name')
2026-05-22 11:30:31 | INFO | LoginPage | Esperando visibilidad del elemento: ('id', 'password')
2026-05-22 11:30:31 | INFO | LoginPage | Esperando elemento clickeable: ('id', 'login-button')
2026-05-22 11:30:31 | INFO | InventoryPage | Esperando visibilidad del elemento: ('class name', 'app_logo')
2026-05-22 11:30:31 | INFO | InventoryPage | Esperando visibilidad del elemento: ('class name', 'title')
2026-05-22 11:30:31 | INFO | InventoryPage | Esperando listado de elementos visibles: ('class name', 'inventory_item')
2026-05-22 11:30:31 | INFO | InventoryPage | Esperando listado de elementos visibles: ('class name', 'inventory_item_name')
2026-05-22 11:30:31 | INFO | InventoryPage | Esperando listado de elementos visibles: ('class name', 'inventory_item_price')
2026-05-22 11:30:31 | INFO | InventoryPage | Agregando primer producto al carrito: Sauce Labs Backpack | $29.99
2026-05-22 11:30:31 | INFO | InventoryPage | Esperando elemento clickeable: ('css selector', '.inventory_item button.btn_inventory')
2026-05-22 11:30:31 | INFO | InventoryPage | Esperando visibilidad del elemento: ('class name', 'shopping_cart_badge')
2026-05-22 11:30:31 | INFO | InventoryPage | Esperando elemento clickeable: ('class name', 'shopping_cart_link')
2026-05-22 11:30:31 | INFO | CartPage | Esperando visibilidad del elemento: ('class name', 'title')
2026-05-22 11:30:31 | INFO | CartPage | Esperando listado de elementos visibles: ('class name', 'inventory_item_name')
2026-05-22 11:30:31 | INFO | CartPage | Esperando elemento clickeable: ('id', 'checkout')
2026-05-22 11:30:32 | INFO | CheckoutPage | Esperando visibilidad del elemento: ('class name', 'title')
2026-05-22 11:30:32 | INFO | CheckoutPage | Esperando visibilidad del elemento: ('id', 'first-name')
2026-05-22 11:30:46 | ERROR | screenshots | Test fallido. Screenshot guardado en: C:\Users\lfede\OneDrive\Desktop\proyecto-final-automation-testing-leandro-federico-sosa\reports\screenshots\20260522_113046_test_checkout_completo_de_un_producto.png
2026-05-22 11:30:51 | INFO | utils.driver_factory | Navegador Chrome iniciado. Headless=False
2026-05-22 11:30:51 | INFO | test_execution | Inicio test_logout_regresa_a_login
2026-05-22 11:30:51 | INFO | LoginPage | Abriendo URL: https://www.saucedemo.com/
2026-05-22 11:30:52 | INFO | LoginPage | Esperando visibilidad del elemento: ('class name', 'login_logo')
2026-05-22 11:30:52 | INFO | LoginPage | Ejecutando login con usuario: standard_user
2026-05-22 11:30:52 | INFO | LoginPage | Esperando visibilidad del elemento: ('id', 'user-name')
2026-05-22 11:30:52 | INFO | LoginPage | Esperando visibilidad del elemento: ('id', 'password')
2026-05-22 11:30:52 | INFO | LoginPage | Esperando elemento clickeable: ('id', 'login-button')
2026-05-22 11:30:52 | INFO | InventoryPage | Esperando visibilidad del elemento: ('class name', 'app_logo')
2026-05-22 11:30:52 | INFO | InventoryPage | Esperando visibilidad del elemento: ('class name', 'title')
2026-05-22 11:30:52 | INFO | InventoryPage | Esperando listado de elementos visibles: ('class name', 'inventory_item')
2026-05-22 11:30:52 | INFO | InventoryPage | Esperando elemento clickeable: ('id', 'react-burger-menu-btn')
2026-05-22 11:30:53 | INFO | InventoryPage | Esperando elemento clickeable: ('id', 'logout_sidebar_link')
2026-05-22 11:30:56 | ERROR | screenshots | Test fallido. Screenshot guardado en: C:\Users\lfede\OneDrive\Desktop\proyecto-final-automation-testing-leandro-federico-sosa\reports\screenshots\20260522_113056_test_logout_regresa_a_login.png
2026-05-22 11:32:34 | INFO | test_execution | Inicio test_get_post_existente_devuelve_estructura_valida
2026-05-22 11:32:34 | INFO | test_execution | Inicio test_get_post_inexistente_devuelve_404
2026-05-22 11:32:34 | INFO | test_execution | Inicio test_post_crea_recurso_con_payload_parametrizado | title=Proyecto final QA Automation
2026-05-22 11:32:34 | INFO | test_execution | Inicio test_post_crea_recurso_con_payload_parametrizado | title=Segundo escenario parametrizado
2026-05-22 11:32:34 | INFO | test_execution | Inicio test_delete_post_devuelve_respuesta_exitosa
2026-05-22 11:32:35 | INFO | test_execution | Inicio test_flujo_api_crear_actualizar_y_eliminar_recurso
2026-05-22 11:32:38 | INFO | utils.driver_factory | Navegador Chrome iniciado. Headless=False
2026-05-22 11:32:38 | INFO | test_execution | Inicio test_login_data_driven | usuario=standard_user | esperado=True
2026-05-22 11:32:38 | INFO | LoginPage | Abriendo URL: https://www.saucedemo.com/
2026-05-22 11:32:39 | INFO | LoginPage | Esperando visibilidad del elemento: ('class name', 'login_logo')
2026-05-22 11:32:39 | INFO | LoginPage | Ejecutando login con usuario: standard_user
2026-05-22 11:32:39 | INFO | LoginPage | Esperando visibilidad del elemento: ('id', 'user-name')
2026-05-22 11:32:39 | INFO | LoginPage | Esperando visibilidad del elemento: ('id', 'password')
2026-05-22 11:32:39 | INFO | LoginPage | Esperando elemento clickeable: ('id', 'login-button')
2026-05-22 11:32:39 | INFO | InventoryPage | Esperando visibilidad del elemento: ('class name', 'app_logo')
2026-05-22 11:32:39 | INFO | InventoryPage | Esperando visibilidad del elemento: ('class name', 'title')
2026-05-22 11:32:39 | INFO | InventoryPage | Esperando listado de elementos visibles: ('class name', 'inventory_item')
2026-05-22 11:32:39 | INFO | InventoryPage | Esperando visibilidad del elemento: ('class name', 'title')
2026-05-22 11:32:44 | INFO | utils.driver_factory | Navegador Chrome iniciado. Headless=False
2026-05-22 11:32:44 | INFO | test_execution | Inicio test_login_data_driven | usuario=locked_out_user | esperado=False
2026-05-22 11:32:44 | INFO | LoginPage | Abriendo URL: https://www.saucedemo.com/
2026-05-22 11:32:44 | INFO | LoginPage | Esperando visibilidad del elemento: ('class name', 'login_logo')
2026-05-22 11:32:44 | INFO | LoginPage | Ejecutando login con usuario: locked_out_user
2026-05-22 11:32:44 | INFO | LoginPage | Esperando visibilidad del elemento: ('id', 'user-name')
2026-05-22 11:32:45 | INFO | LoginPage | Esperando visibilidad del elemento: ('id', 'password')
2026-05-22 11:32:45 | INFO | LoginPage | Esperando elemento clickeable: ('id', 'login-button')
2026-05-22 11:32:45 | INFO | LoginPage | Esperando visibilidad del elemento: ('css selector', "h3[data-test='error']")
2026-05-22 11:32:49 | INFO | utils.driver_factory | Navegador Chrome iniciado. Headless=False
2026-05-22 11:32:49 | INFO | test_execution | Inicio test_login_data_driven | usuario=usuario_invalido | esperado=False
2026-05-22 11:32:49 | INFO | LoginPage | Abriendo URL: https://www.saucedemo.com/
2026-05-22 11:32:50 | INFO | LoginPage | Esperando visibilidad del elemento: ('class name', 'login_logo')
2026-05-22 11:32:50 | INFO | LoginPage | Ejecutando login con usuario: usuario_invalido
2026-05-22 11:32:50 | INFO | LoginPage | Esperando visibilidad del elemento: ('id', 'user-name')
2026-05-22 11:32:51 | INFO | LoginPage | Esperando visibilidad del elemento: ('id', 'password')
2026-05-22 11:32:51 | INFO | LoginPage | Esperando elemento clickeable: ('id', 'login-button')
2026-05-22 11:32:51 | INFO | LoginPage | Esperando visibilidad del elemento: ('css selector', "h3[data-test='error']")
2026-05-22 11:32:55 | INFO | utils.driver_factory | Navegador Chrome iniciado. Headless=False
2026-05-22 11:32:55 | INFO | test_execution | Inicio test_catalogo_muestra_productos_y_controles
2026-05-22 11:32:55 | INFO | LoginPage | Abriendo URL: https://www.saucedemo.com/
2026-05-22 11:32:57 | INFO | LoginPage | Esperando visibilidad del elemento: ('class name', 'login_logo')
2026-05-22 11:32:57 | INFO | LoginPage | Ejecutando login con usuario: standard_user
2026-05-22 11:32:57 | INFO | LoginPage | Esperando visibilidad del elemento: ('id', 'user-name')
2026-05-22 11:32:58 | INFO | LoginPage | Esperando visibilidad del elemento: ('id', 'password')
2026-05-22 11:32:58 | INFO | LoginPage | Esperando elemento clickeable: ('id', 'login-button')
2026-05-22 11:32:58 | INFO | InventoryPage | Esperando visibilidad del elemento: ('class name', 'app_logo')
2026-05-22 11:32:58 | INFO | InventoryPage | Esperando visibilidad del elemento: ('class name', 'title')
2026-05-22 11:32:58 | INFO | InventoryPage | Esperando listado de elementos visibles: ('class name', 'inventory_item')
2026-05-22 11:32:58 | INFO | InventoryPage | Esperando listado de elementos visibles: ('class name', 'inventory_item_name')
2026-05-22 11:32:58 | INFO | InventoryPage | Esperando listado de elementos visibles: ('class name', 'inventory_item_price')
2026-05-22 11:32:58 | INFO | test_execution | Primer producto listado: Sauce Labs Backpack | $29.99
2026-05-22 11:32:58 | INFO | InventoryPage | Esperando visibilidad del elemento: ('class name', 'title')
2026-05-22 11:32:59 | INFO | InventoryPage | Esperando listado de elementos visibles: ('class name', 'inventory_item')
2026-05-22 11:33:03 | INFO | utils.driver_factory | Navegador Chrome iniciado. Headless=False
2026-05-22 11:33:03 | INFO | test_execution | Inicio test_agregar_primer_producto_al_carrito
